T_s_r,T_s_w,V_s_r,V_s_w,H_s_w,C_4KB_r,C_2MB_r,C_MMIO_r,V_m_r,H_m_w,C_4KB_w,C_2MB_w,C_MMIO_w,V_m_w,H_m_rw,C_4KB_rw,C_2MB_rw,C_MMIO_rw,V_m_rw,C_4KB_x,C_2MB_x,C_MMIO_x,V_m_x,category,cpu,mem_freq,window_start,window_end
14960998.4,5185041.066666666,591083714387750.6,2229843947580606.5,0.8293597824589635,0,0,0,8.380536961518943e+17,0.004491791287734632,302,0,0,1.4233047586353195e+17,0.7127020811055645,55,0,0,2.87730571100333e+19,0,0,0,4.0689970867388285e+19,AESCrypt,celeron-gen6,1600,1686709985.6422174,1686710015.6422174
16064290.133333333,16513672.533333333,381298744855578.5,2177978392606835.0,0.940617315299763,1,0,0,5.374969663099088e+16,0.007553881135365985,409,0,0,1.1817355963283435e+17,0.5438428485370869,14,0,0,3.86230232244539e+19,0,0,0,,AESCrypt,celeron-gen6,1600,1686710015.6422174,1686710045.6422174
9555370.666666666,10256093.866666667,379946407144079.7,1348356145081265.8,0.9584745993704292,0,0,0,6671692998568405.0,0.010107750081666627,406,0,0,1.462187367835855e+16,0.4569459540884653,7,0,0,1.6190869144457006e+16,0,0,0,579328642747717.4,AESCrypt,celeron-gen6,1600,1686710045.6422174,1686710075.6422174
15460147.2,12963293.866666667,273168639214618.38,1153514400239306.8,0.9640900716118981,0,0,0,9.274324829690643e+16,0.010424062522557625,439,0,0,2.4717342064513286e+17,0.8152085542311512,24,0,0,1.111418143163817e+19,0,0,0,0,AESCrypt,celeron-gen6,1600,1686710075.6422174,1686710105.6422174
17717828.266666666,18387353.6,344266090634124.44,956560086598739.8,0.9557649078815379,0,0,0,1.4725531654077338e+17,0.00679318929377787,372,0,0,3.778013632190074e+17,0.6754404746393172,25,0,0,1.2539549520734104e+19,0,0,0,0,AESCrypt,celeron-gen6,1600,1686710105.6422174,1686710135.6422174
16484676.266666668,18018491.733333334,366930082384764.9,1109348694481834.1,0.9405419841564837,0,0,0,1.7312639951771494e+17,0.00595720406701505,347,0,0,4.4780629098726605e+17,0.5188244901404702,16,0,0,1.174635769534768e+19,0,0,0,0,AESCrypt,celeron-gen6,1600,1686710135.6422174,1686710165.6422174
11757670.4,2766199.466666667,578053056958037.2,2318362669722005.0,0.7402671153275553,0,0,0,1.0041743382084882e+18,0.0047368215721071165,311,0,0,1.3785265403485515e+17,0.7265989441017087,115,0,0,1.782234743573155e+19,0,0,0,3.6521982436715295e+19,AESCrypt,celeron-gen6,1600,1686710335.5902514,1686710365.5902514
18311918.933333334,15430929.066666666,369137378255374.2,2332056053022590.5,0.9328191457531458,0,0,0,3.961269451610482e+16,0.007248494198101208,386,0,0,4.2780161708410264e+16,0.4670033839076779,13,0,0,4.456224257648839e+19,0,0,0,0,AESCrypt,celeron-gen6,1600,1686710365.5902514,1686710395.5902514
22900258.133333333,21836697.6,340452772211644.0,1423095849864254.2,0.9580834999652488,0,0,0,6.4297034640197656e+16,0.007408517104462489,516,0,0,2.4634604199603952e+17,0.677727254948874,18,0,0,2.9118227764591645e+19,0,0,0,0,AESCrypt,celeron-gen6,1600,1686710395.5902514,1686710425.5902514
20889873.066666666,22053051.733333334,328629284404638.1,961134371414904.5,0.9683241085183527,0,0,0,1.4045869551431269e+17,0.007311282208218262,455,0,0,3.969986713769115e+17,0.655070176096653,14,0,0,1.6245442296199225e+19,0,0,0,0,AESCrypt,celeron-gen6,1600,1686710425.5902514,1686710455.5902514
17273207.466666665,18433621.333333332,429743500583622.3,1147946980230240.0,0.9547530742690875,0,0,0,5.913381082166411e+16,0.004949923620878458,399,0,0,2.0497475458636288e+17,0.5688763324274919,19,0,0,1.7241921863890348e+19,0,0,0,3.2605391162174046e+19,AESCrypt,celeron-gen6,1600,1686710455.5902514,1686710485.5902514
22206156.8,20683946.666666668,426122844941612.7,1333868786923901.8,0.9668469393960837,1,0,0,7.85041816550697e+16,0.0036938323820603384,433,0,0,2.1595445249992445e+17,0.6319268616142258,24,0,0,1.7686532822164074e+19,0,0,0,,AESCrypt,celeron-gen6,1600,1686710485.5902514,1686710515.5902514
11340458.666666666,6746214.4,504598728790652.44,2662627676445894.0,0.8527464646750827,0,0,0,1.3450287473173023e+18,0.005209457088543484,291,0,0,1.2652512167916414e+17,0.698650823855955,40,0,0,4.171922740222102e+19,0,0,0,4.19402980341296e+19,AESCrypt,celeron-gen6,1600,1686710672.0092366,1686710702.0092366
18777480.533333335,15050956.8,529287022702077.4,2128853675925328.0,0.9270857140186358,0,0,0,4.353174395568234e+16,0.005845739448055988,377,0,0,8.45473520201467e+16,0.7270581628826822,37,0,0,1.1431312856886071e+19,0,0,0,0,AESCrypt,celeron-gen6,1600,1686710702.0092366,1686710732.0092366
13659733.333333334,11974946.133333333,384600134865889.1,1492465429625615.5,0.9511166055982904,0,0,0,2.562697752774621e+16,0.011775539127567354,550,0,0,1.9768776586306876e+16,0.8353604600861865,29,0,0,4.795101096248111e+16,0,0,0,,AESCrypt,celeron-gen6,1600,1686710732.0092366,1686710762.0092366
19129617.066666666,18296524.8,292088516165103.8,1032959924003342.4,0.9593680797304157,0,0,0,9.528216045876352e+16,0.00749034549911597,439,0,0,3.346974283522824e+17,0.5063921331296082,23,0,0,2.7472501923902276e+19,0,0,0,0,AESCrypt,celeron-gen6,1600,1686710762.0092366,1686710792.0092366
18080682.666666668,20307080.533333335,337787764032840.44,905007702449212.1,0.9583094333092159,0,0,0,1.5322303492788256e+17,0.005982338342673364,369,0,0,3.9117122220523776e+17,0.6472363544266241,18,0,0,1.722816700013712e+17,0,0,0,,AESCrypt,celeron-gen6,1600,1686710792.0092366,1686710822.0092366
19313134.933333334,19533619.2,387240250036493.06,1636841433657386.2,0.9460962037166938,0,0,0,2.1117037461143302e+17,0.0063194795265584585,399,0,0,4.7443260380667584e+17,0.7696361116799072,15,0,0,1.7734379618694182e+18,0,0,0,0,AESCrypt,celeron-gen6,1600,1686710822.0092366,1686710852.0092366
6576964.266666667,3995699.2,416741863361965.2,2539979303521904.0,0.8505576057830522,0,0,0,1.512602060867479e+18,0.007998253770589919,312,0,0,2.1487232940615594e+17,0.7019265187871618,54,0,0,3.5865678185774043e+19,0,0,0,3.906317197435637e+19,AESCrypt,celeron-gen6,1600,1686711019.6385596,1686711049.6385596
11439735.466666667,10071261.866666667,478375474320645.06,2105730541226637.0,0.9328118160963578,0,0,0,1.1057111637578635e+17,0.010743328693385741,429,0,0,2.5187223941391446e+17,0.6655643729386059,6,0,0,4.1151223137246504e+16,0,0,0,,AESCrypt,celeron-gen6,1600,1686711049.6385596,1686711079.6385596
14839671.466666667,12648482.133333333,283044839531351.7,1608718242581681.8,0.9629330169305511,0,0,0,1.339350038215104e+17,0.008921576606684902,405,0,0,2.6699449876134374e+17,0.7992440205705124,10,0,0,1.0119576040451303e+19,0,0,0,1.2410313054699651e+17,AESCrypt,celeron-gen6,1600,1686711079.6385596,1686711109.6385596
15326225.066666666,16815889.066666666,260921130388835.16,1234292359097780.5,0.9661325488794693,0,0,0,2.2835716415525693e+17,0.011801070659811492,578,0,0,5.016977428081431e+17,0.5714677052075037,15,0,0,2.11286169769448e+19,0,0,0,0,AESCrypt,celeron-gen6,1600,1686711109.6385596,1686711139.6385596
11330474.666666666,12736443.733333332,379153859082080.44,1035037362413447.1,0.9627879624070343,0,0,0,2.855200929800153e+17,0.01197779681735455,479,0,0,6.621242653364114e+17,0.6200346722483216,20,0,0,1.5708665465778663e+19,0,0,0,0,AESCrypt,celeron-gen6,1600,1686711139.6385596,1686711169.6385596
12587127.466666667,13691579.733333332,309774023660619.06,940611237333447.0,0.96776360713202,1,0,0,3.1244624234833286e+17,0.012739854941843414,541,0,0,8.572139846606772e+17,0.7686364043497487,18,0,0,7.45986732849408e+16,0,0,0,0,AESCrypt,celeron-gen6,1600,1686711169.6385596,1686711199.6385596
9505638.4,6540424.533333333,472783410207728.56,2571910601128320.0,0.8646137455482358,0,0,0,1.5762318763121656e+18,0.006862863172130801,334,0,0,1.7199012488138678e+17,0.6745672218199883,55,0,0,4.535123523667804e+19,0,0,0,3.046064627173797e+19,AESCrypt,celeron-gen6,1600,1686711367.3827834,1686711397.3827834
13241002.666666666,10651272.533333333,534457456481950.3,2169460746315989.8,0.9254779465307362,0,0,0,6227443392199499.0,0.008998196606514765,435,0,0,1.3160487520234994e+16,0.7897579559887055,40,0,0,4.457139195818957e+16,0,0,0,0,AESCrypt,celeron-gen6,1600,1686711397.3827834,1686711427.3827834
17820603.733333334,12742382.933333334,450077791780606.56,1602517820198186.0,0.9507835621906127,0,0,0,1.1653624587011118e+16,0.006554984314021172,403,0,0,2.911245225310258e+16,0.7647841549896967,30,0,0,2.1688291871296115e+19,0,0,0,32490634360608.0,AESCrypt,celeron-gen6,1600,1686711427.3827834,1686711457.3827834
19504025.6,19535069.866666667,301775628011998.0,1160353781434812.8,0.9615106110654442,0,0,0,1.5073973293643194e+17,0.00682713834504489,410,0,0,3.336434032871809e+17,0.73903441941297,12,0,0,3.7364321169992233e+18,0,0,0,0,AESCrypt,celeron-gen6,1600,1686711457.3827834,1686711487.3827834
17940548.266666666,19990084.266666666,322994814765541.5,989067508366906.1,0.9581326609155455,0,0,0,1.7609249220712474e+17,0.006574921228165223,383,0,0,5.2345256501550803e+17,0.6365229051713149,17,0,0,1.0367885843107914e+19,0,0,0,0,AESCrypt,celeron-gen6,1600,1686711487.3827834,1686711517.3827834
17105254.4,16202342.4,394402722586978.25,1339232194199753.2,0.9421875009587529,0,0,0,1.1504224876908387e+17,0.006313393849694142,368,0,0,2.553791474488535e+17,0.8712447922202767,7,0,0,3.4588667703191526e+18,0,0,0,0,AESCrypt,celeron-gen6,1600,1686711517.3827834,1686711547.3827834
15759547.733333332,6057796.266666667,579706755958860.5,2170953282682857.8,0.8552431812114768,0,0,0,8.93508663160306e+17,0.0038694791950196713,274,0,0,1.0597927707338875e+17,0.7650879811835883,79,0,0,1.932476149762313e+19,0,0,0,3.79205451722488e+19,AESCrypt,celeron-gen6,1600,1686711718.5795367,1686711748.5795367
16381491.2,15858978.133333333,377675083659959.8,2249561740606451.0,0.9367324549377668,0,0,0,4.5388194564321544e+16,0.007674469311973478,399,0,0,1.0634287543951877e+17,0.7193212359960889,24,0,0,2.777267805089236e+19,0,0,0,0,AESCrypt,celeron-gen6,1600,1686711748.5795367,1686711778.5795367
17997704.533333335,15226811.733333332,364786314513442.9,1445807450637094.5,0.9557866455619141,0,0,0,2.147949091664692e+16,0.008629840934798039,448,0,0,7.95592745763853e+16,0.6596510102781526,16,0,0,4.01942265362893e+19,0,0,0,8.511689121499251e+16,AESCrypt,celeron-gen6,1600,1686711778.5795367,1686711808.5795367
18210286.933333334,20079803.733333334,340454614590648.9,858779543909061.0,0.9651756821118896,1,0,0,1.2484641624587858e+17,0.006641084950277861,387,0,0,3.344716384850123e+17,0.5244034977219044,17,0,0,1.6925252107790223e+19,0,0,0,,AESCrypt,celeron-gen6,1600,1686711808.5795367,1686711838.5795367
17627972.266666666,18894045.866666667,332140272582561.9,1115137937041190.8,0.9500803707656856,2,0,0,1.2830302299398784e+17,0.006304479838978083,375,0,0,4.2475268559590605e+17,0.7558349498896343,43,0,0,6.033460242255995e+18,0,0,0,0,AESCrypt,celeron-gen6,1600,1686711838.5795367,1686711868.5795367
21562521.6,21550626.133333333,389205768899841.6,1392527061565828.8,0.9568618667812114,0,0,0,1.379664022272905e+17,0.007404704497310834,464,0,0,4.609764942151367e+17,0.6139310040931693,27,0,0,1.7589167090784416e+19,0,0,0,0,AESCrypt,celeron-gen6,1600,1686711868.5795367,1686711898.5795367
9793245.866666667,1185860.2666666666,464487022188548.0,2078628915005991.8,0.552038863106634,0,0,0,9.593773553019871e+17,0.004036850396818245,267,0,0,7.52597505146664e+16,0.7194559817976433,97,0,0,2.2031614578561528e+19,0,0,0,4.57192185631619e+19,AESCrypt,celeron-gen6,1600,1686712070.988577,1686712100.988577
10838391.466666667,9670792.533333333,472509963477662.56,2557765357470459.5,0.9289242024610054,1,0,0,8.92420228170857e+16,0.01104895181710496,403,0,0,1.2363372493396968e+17,0.73471207028888,6,0,0,3.078208101216476e+16,0,0,0,,AESCrypt,celeron-gen6,1600,1686712100.988577,1686712130.988577
11477777.066666666,9853900.8,392240135653654.25,2052827126591647.0,0.954666803651907,0,0,0,1.0465940281870789e+17,0.011832161161404451,442,0,0,1.8912034921308384e+17,0.5643732498329842,12,0,0,4.795658336870153e+19,0,0,0,2.0242750546274868e+16,AESCrypt,celeron-gen6,1600,1686712130.988577,1686712160.988577
11898197.333333334,12389461.333333334,255752222070606.78,1574597226204341.2,0.9609182239896886,0,0,0,9.052118624707754e+16,0.012489518458238865,506,0,0,2.8470115612983738e+17,0.8727619407639932,21,0,0,1.995196623378993e+16,0,0,0,0,AESCrypt,celeron-gen6,1600,1686712160.988577,1686712190.988577
12302301.866666667,13429060.266666668,320574252667694.8,804863142590451.9,0.9649100615531963,0,0,0,1.49014793974734e+17,0.011478051170319302,521,0,0,3.616380190574368e+17,0.6662477779381079,29,0,0,1.7454993414641652e+19,0,0,0,,AESCrypt,celeron-gen6,1600,1686712190.988577,1686712220.988577
9700795.733333332,8786773.333333334,470026054966103.3,1002626130434806.2,0.9607678581358577,0,0,0,1.2607491567378581e+17,0.006896722357812271,380,0,0,2.917689841377868e+17,0.5800256026233558,16,0,0,2.1665179239374475e+19,0,0,0,,AESCrypt,celeron-gen6,1600,1686712220.988577,1686712250.988577
5871121.066666666,4147541.3333333335,513848404941993.5,2342347671594299.5,0.8107480431800113,0,0,0,1.8339936981154967e+18,0.007253093648213373,302,0,0,1.1930645340544173e+17,0.754098071160323,44,0,0,4.028558677084411e+19,0,0,0,4.241771688505237e+19,AESCrypt,celeron-gen6,1600,1686712417.0981188,1686712447.0981188
9537024.0,8132454.4,575623332476176.2,2161949750881709.8,0.9230122689119086,0,0,0,7.110556987207806e+16,0.00841683583182634,311,0,0,8.979600852331621e+16,0.8862649847541773,8,0,0,2.6096710972904468e+16,0,0,0,0,AESCrypt,celeron-gen6,1600,1686712447.0981188,1686712477.0981188
11872017.066666666,8766361.6,528949901857659.0,2011438923104328.2,0.9497327709701311,1,0,0,6.407899331178517e+16,0.010549070771928902,452,0,0,1.5822035670446874e+17,0.7115301567512118,17,0,0,7.998278718317602e+18,0,0,0,3.486520849768781e+16,AESCrypt,celeron-gen6,1600,1686712477.0981188,1686712507.0981188
12716561.066666666,9941418.666666666,363055177505359.3,1408474146170588.2,0.9525692044763001,0,0,0,1.0293300097933525e+17,0.010174347746107563,449,0,0,2.0830481261303373e+17,0.7725640480115794,52,0,0,1.6398050151207846e+17,0,0,0,0,AESCrypt,celeron-gen6,1600,1686712507.0981188,1686712537.0981188
12887825.066666666,13333845.333333334,256854375989391.28,1212117927147229.2,0.9615695155340989,1,0,0,1.4758297776740883e+17,0.013025044697327322,519,0,0,3.61574013554292e+17,0.7913434003146338,13,0,0,8.255995599224778e+18,0,0,0,0,AESCrypt,celeron-gen6,1600,1686712537.0981188,1686712567.0981188
10328780.8,11252718.933333334,354813705347949.8,971945819395429.0,0.9588114953227751,0,0,0,1.765997908511383e+17,0.012673417049782266,446,0,0,4.617005401690869e+17,0.70706622276546,17,0,0,3.2796126110740556e+16,0,0,0,0,AESCrypt,celeron-gen6,1600,1686712567.0981188,1686712597.0981188
4680584.533333333,2627259.7333333334,596551533657704.4,2549559716847367.5,0.518225735669685,0,0,0,1.0169289222987817e+18,0.0029884624996643996,274,0,0,1.5816199715031766e+17,0.7304998880067961,53,0,0,2.5638260019544023e+19,0,0,0,3.259583375993365e+19,Conti,celeron-gen6,1600,1683694608.6668332,1683694638.6668332
7818837.333333333,11010611.2,295832013819318.5,2707519690207565.0,0.5418418416251182,0,0,0,4.540158190699502e+16,0.0009016151509155183,147,0,0,3.928537192033945e+16,0,0,0,0,0,0,0,0,0,Conti,celeron-gen6,1600,1683694638.6668332,1683694668.6668332
5440853.333333333,11403468.8,260372612513671.5,2462935616806809.0,0.6316147368744992,0,0,0,3.4020277727599068e+16,0.0005901711693207071,106,0,0,3.272457607007507e+16,0,0,0,0,0,0,0,0,0,Conti,celeron-gen6,1600,1683694668.6668332,1683694698.6668332
7649723.733333333,8987989.333333334,878537838924685.4,3094134562354959.5,0.5240526417016201,0,0,0,7.0071280779897624e+16,0.0009245128335775969,137,0,0,5.033421472292448e+16,0.7550350446003361,2,0,0,1116348960276744.5,0,0,0,0,Conti,celeron-gen6,1600,1683694698.6668332,1683694728.6668332
29255918.933333334,17075575.466666665,407407112506190.7,1462767442163239.2,0.8456360538835781,0,0,0,4.192564148295874e+16,0.0016803807342312543,246,0,0,1.5682176250770442e+16,0.5282044144081358,10,0,0,4.688142664637355e+19,0,0,0,,Conti,celeron-gen6,1600,1683694728.6668332,1683694758.6668332
28887074.133333333,25505945.6,577505317471708.2,1285659374816628.0,0.8576549359444819,0,0,0,2.436251398225414e+17,0.0013379645166858706,240,0,0,8.463762593511962e+16,0.3706982202724326,11,0,0,2.8558339813684543e+19,0,0,0,0,Conti,celeron-gen6,1600,1683694758.6668332,1683694788.6668332
6368256.0,3743368.533333333,733461994732863.2,2561726934022358.0,0.554013827795806,1,0,0,1.0235542104801915e+18,0.0014980731406233076,150,0,0,6.5234994959874024e+16,0.7824409032863007,70,0,0,2.980929797455232e+19,0,0,0,2.8977073032225255e+19,Conti,celeron-gen6,1600,1683695060.1010187,1683695090.1010187
9674325.333333334,13916774.4,303827273535984.44,2667034647870135.0,0.5748440816934046,1,0,0,8334410654562701.0,0.0005289927671253262,109,0,0,4215131297287007.5,0,0,0,0,0,0,0,0,,Conti,celeron-gen6,1600,1683695090.1010187,1683695120.1010187
4638856.533333333,11846246.4,238788053771674.94,2551814239163696.5,0.5694195714381269,0,0,0,7632987461554593.0,0.00022186284702755264,43,0,0,2242173490898518.5,0,0,0,0,0,0,0,0,0,Conti,celeron-gen6,1600,1683695120.1010187,1683695150.1010187
33046596.266666666,17395097.6,558231589326728.6,2114462942178889.5,0.7510753448614991,0,0,0,4.410986470060717e+16,0.0008778521198957886,167,0,0,1.201725800083802e+16,0.6664456738462996,3,0,0,5.047832596920405e+19,0,0,0,5.31464065684589e+18,Conti,celeron-gen6,1600,1683695150.1010187,1683695180.1010187
40521949.86666667,33530026.666666668,552840088159116.94,1253767493244107.2,0.8596341255294642,0,0,0,1.9230212738867523e+17,0.0007149374818862878,171,0,0,6.905431698888592e+16,0.27133351179914017,4,0,0,9.897098449059523e+18,0,0,0,0,Conti,celeron-gen6,1600,1683695180.1010187,1683695210.1010187
41383424.0,33988078.93333333,382526242560482.25,974905072290455.8,0.8962976777064932,0,0,0,4.881680006044267e+16,0.0009647455656964544,186,0,0,2.164475576396143e+16,0.34678637715065863,7,0,0,2.7795811192426037e+19,0,0,0,0,Conti,celeron-gen6,1600,1683695210.1010187,1683695240.1010187
5644800.0,4276394.666666667,512418939257150.75,2544950583784495.5,0.5496576242660463,0,0,0,7.774326338576068e+17,0.001791175208428945,188,0,0,8.497043678601766e+16,0.7645336437019247,55,0,0,2.272959133763169e+19,0,0,0,3.97728049628145e+19,Conti,celeron-gen6,1600,1683695485.9776597,1683695515.9776597
10433553.066666666,13169390.933333334,721195022803281.2,2731763770127155.0,0.5594503646413316,0,0,0,1.5470390262238872e+16,0.0004580641894350969,101,0,0,1.4650294557651314e+16,0,0,0,0,0,0,0,0,,Conti,celeron-gen6,1600,1683695515.9776597,1683695545.9776597
4513979.733333333,11779379.2,252448081164075.28,2446305752195542.0,0.5958080879544991,0,0,0,9362259254832362.0,0.00030037492570611876,58,0,0,1.1309552915423762e+16,0,0,0,0,0,0,0,0,0,Conti,celeron-gen6,1600,1683695545.9776597,1683695575.9776597
28883217.066666666,16672955.733333332,577490087386660.1,2209824627493988.5,0.7336808671992119,0,0,0,7.58809878169177e+16,0.0008873684939573567,171,0,0,3.719705438268639e+16,0.45760923348995075,8,0,0,2.8311884345227026e+19,0,0,0,0,Conti,celeron-gen6,1600,1683695575.9776597,1683695605.9776597
44644044.8,33422728.533333335,543777443136700.9,1293483834067649.0,0.8551366254215149,0,0,0,1.3874192169647846e+17,0.0006112890911386719,153,0,0,3.711903306991969e+16,0.5445559750529407,5,0,0,1.595373476181771e+19,0,0,0,,Conti,celeron-gen6,1600,1683695605.9776597,1683695635.9776597
36539153.06666667,33098274.133333333,397106957639693.75,1009759859766323.4,0.8937568880182202,0,0,0,1.7951593812926422e+17,0.0008141469768951049,175,0,0,7.720725808429427e+16,0.3990241005108117,10,0,0,1.3976109757216776e+19,0,0,0,,Conti,celeron-gen6,1600,1683695635.9776597,1683695665.9776597
6367232.0,6522385.066666666,532949791710874.06,2666696637410945.5,0.5520524376448211,0,0,0,5.698614937317214e+17,0.0013208424852955947,189,0,0,4.2582098407992184e+16,0.7463677700875747,58,0,0,3.981510555605917e+19,0,0,0,4.14702639311991e+19,Conti,celeron-gen6,1600,1683695888.5637565,1683695918.5637565
10366276.266666668,13867622.4,852033811852156.1,2650541890858884.0,0.5895965114816709,0,0,0,1.3585250615589496e+16,0.0004580954471015002,93,0,0,8038660064190716.0,0.8506717077052357,1,0,0,,0,0,0,0,Conti,celeron-gen6,1600,1683695918.5637565,1683695948.5637565
4788309.333333333,10951253.333333334,243558698502390.06,2795694260317948.5,0.5458458290259127,0,0,0,6935072036445994.0,0.00033908570091107737,64,0,0,7086351781800311.0,0,0,0,0,0,0,0,0,0,Conti,celeron-gen6,1600,1683695948.5637565,1683695978.5637565
36715776.0,21511014.4,546101250118314.1,1837202142049096.2,0.7953964469790895,0,0,0,5.869884754974299e+16,0.000798743634783005,165,0,0,2.24334156910773e+16,0.34874351886194,7,0,0,1.6380144269951844e+19,0,0,0,0,Conti,celeron-gen6,1600,1683695978.5637565,1683696008.5637565
42535099.733333334,33142835.2,555591195307155.1,1272474062007089.2,0.8574322851110143,1,0,0,1.0060652927373774e+17,0.0006267575485034214,161,0,0,3.0907802659471476e+16,0.3960464151147598,9,0,0,1.0810056471074935e+19,0,0,0,0,Conti,celeron-gen6,1600,1683696008.5637565,1683696038.5637565
36625783.46666667,34153676.8,376420607035006.3,929652320337202.5,0.9042796380604369,0,0,0,1.4400516466627446e+17,0.0010181987072048634,192,0,0,6.8779294790662024e+16,0.25339382336250466,7,0,0,9.799628563139326e+18,0,0,0,0,Conti,celeron-gen6,1600,1683696038.5637565,1683696068.5637565
6604953.6,6942958.933333334,641542383844819.5,2455883317131806.0,0.5579487010492568,0,0,0,5.854691564875476e+17,0.0013526517720807247,174,0,0,3.647540626242182e+16,0.7922682575958269,78,0,0,3.410230876787998e+19,0,0,0,4.398992605375256e+19,Conti,celeron-gen6,1600,1683696565.5112126,1683696595.5112126
9773346.133333333,12099328.0,354166117131783.7,2581209231650935.5,0.6291605870644141,0,0,0,1.8531376350996796e+16,0.0008578195481003104,145,0,0,1.4037143024340764e+16,0.4780190956474078,5,0,0,9.55568668389861e+18,0,0,0,,Conti,celeron-gen6,1600,1683696595.5112126,1683696625.5112126
2983662.933333333,7466973.866666666,241450239715154.6,2461438229715376.0,0.6040536079729523,0,0,0,1.5252176278844798e+16,0.0006342544823182404,84,0,0,1.2642977492140018e+16,0,0,0,0,0,0,0,0,,Conti,celeron-gen6,1600,1683696625.5112126,1683696655.5112126
