T_s_r,T_s_w,V_s_r,V_s_w,H_s_w,C_4KB_r,C_2MB_r,C_MMIO_r,V_m_r,H_m_w,C_4KB_w,C_2MB_w,C_MMIO_w,V_m_w,H_m_rw,C_4KB_rw,C_2MB_rw,C_MMIO_rw,V_m_rw,C_4KB_x,C_2MB_x,C_MMIO_x,V_m_x,category,cpu,mem_freq,window_start,window_end
13400797.866666667,17599095.466666665,1175003665056021.5,1992409414805450.5,0.8188587576601785,2,0,0,1.4254301437518144e+18,0.010944907980269638,972,0,0,1.191040886783621e+18,0.6083162515040822,19,0,0,3.633108405192967e+18,0,0,0,,AESCrypt_Conti,i3-gen12,2133,1709188231.1126773,1709188261.1126773
25875012.266666666,25586414.933333334,576796895223621.2,1541698232048393.2,0.8489128074234342,4,0,0,1.678283890027687e+18,0.004765672566478857,726,0,0,7.101469098888443e+17,0.6286430420626072,37,0,0,1.165878599950056e+19,0,0,0,,AESCrypt_Conti,i3-gen12,2133,1709188261.1126773,1709188291.1126773
10220817.066666666,16491844.266666668,946509302101765.8,2572984223851350.0,0.7906209521093546,1,0,0,2.7855506818625316e+18,0.0095128160311043,894,0,0,4.879476725318226e+18,0.7508154276790161,72,0,0,3.3663083941215584e+19,0,0,0,3.665633844170247e+19,AESCrypt_Conti,i3-gen12,2133,1709188493.0515296,1709188523.0515296
11508497.066666666,11412667.733333332,1113237285388885.2,2289722402172503.0,0.7490430598930998,2,0,0,2.0462685341287734e+17,0.011135990351719766,1001,0,0,1.218250267771153e+17,0.6269723019727272,39,0,0,3.568690976260554e+19,0,0,0,,AESCrypt_Conti,i3-gen12,2133,1709188523.0515296,1709188553.0515296
9685760.0,12898952.533333333,947444456206487.0,2724443332722066.5,0.8062225256727445,7,0,0,2.0566873758869386e+17,0.009905026085423124,841,0,0,2.933421213977507e+18,0.5652697677236911,23,0,0,4.050861928902465e+19,0,0,0,6.24022193395388e+17,AESCrypt_Conti,i3-gen12,2133,1709188553.0515296,1709188583.0515296
8817715.2,11608302.933333334,635329082081999.4,2469159238723101.5,0.7776901631161784,5,0,0,2.6218990600765654e+17,0.010465056517426168,890,0,0,2.006884198500888e+17,0.7530428453027016,31,0,0,2.1806702022310027e+19,0,0,0,0,AESCrypt_Conti,i3-gen12,2133,1709188583.0515296,1709188613.0515296
9583564.8,11938474.666666666,718926801991330.0,2742903015719568.5,0.7780261512569737,1,0,0,4.8795596176230304e+17,0.012069347971390315,974,0,0,4.414468723660903e+17,0.6113186313936223,32,0,0,3.2546586657595093e+19,0,0,0,0,AESCrypt_Conti,i3-gen12,2133,1709188613.0515296,1709188643.0515296
8611140.266666668,10767121.066666666,1041199906197013.4,2514090473937117.5,0.8206859600345535,7,0,0,1.6240144583248438e+18,0.013640329771697013,925,0,0,1.5208267896312338e+18,0.46210928016850755,20,0,0,2.6000661542470246e+19,0,0,0,4.388602993165828e+19,AESCrypt_Conti,i3-gen12,2133,1709188643.0515296,1709188673.0515296
7085294.933333334,19429649.066666666,895220081249650.6,2249808554402018.5,0.8123335042686015,4,0,0,2.64308685200223e+18,0.007649106114888436,794,0,0,4.4462403648935987e+18,0.7125314591116976,114,0,0,5.5370044680825455e+19,0,0,0,4.137543620696422e+19,AESCrypt_Conti,i3-gen12,2133,1709188894.3103373,1709188924.3103373
7971089.066666666,8560247.466666667,1412078561725771.5,2362990155402146.0,0.803977064973129,3,0,0,5.12349883959999e+17,0.009782358278426315,642,0,0,3.437148956106545e+17,0.6944946143052678,25,0,0,1.5623316923384947e+19,0,0,0,4.639922018959994e+18,AESCrypt_Conti,i3-gen12,2133,1709188924.3103373,1709188954.3103373
9463244.8,9968401.066666666,1311331070782546.0,2925669638747654.0,0.7859748336971405,3,0,0,6.09495308808482e+17,0.0110243558314069,802,0,0,4.389468669469418e+17,0.8046630715336279,6,0,0,1.3708286507411528e+16,0,0,0,,AESCrypt_Conti,i3-gen12,2133,1709188954.3103373,1709188984.3103373
8120490.666666667,10734421.333333334,917459381497537.1,2675713007358768.5,0.7976347278698112,5,0,0,8.354086621498735e+17,0.010497636024750638,775,0,0,9.43683772866431e+17,0.4837141168743612,28,0,0,5.032420006072382e+19,0,0,0,0,AESCrypt_Conti,i3-gen12,2133,1709188984.3103373,1709189014.3103373
8044629.333333333,11160439.466666667,1014204162882909.5,2422594506699476.5,0.814942662517915,3,0,0,1.715101605760293e+18,0.009505428436482843,715,0,0,1.3602764977138831e+18,0.79384447894159,12,0,0,9.54249416644773e+18,0,0,0,251192405.3333333,AESCrypt_Conti,i3-gen12,2133,1709189014.3103373,1709189044.3103373
5208524.8,7063876.266666667,1008651198814409.5,2687187821884908.5,0.7767097668598828,2,0,0,1.692822497597526e+18,0.00944658380579324,588,0,0,1.600524355109992e+18,0.60406934790574,22,0,0,2.8328750995373564e+19,0,0,0,5.006124168125537e+18,AESCrypt_Conti,i3-gen12,2133,1709189044.3103373,1709189074.3103373
12385228.8,14288878.933333334,755816771130706.2,2069227446208444.0,0.8822341206643273,2,0,0,5.266697930094181e+18,0.009963084356394451,876,0,0,9.682972526537e+18,0.8293259798089297,87,0,0,4.023637979318966e+19,0,0,0,9.393598633602142e+18,AESCrypt_REvil,i3-gen12,2133,1711613811.447352,1711613841.447352
12935697.066666666,10305245.866666667,948020813122656.9,1348611801078994.8,0.9252602515921178,1,0,0,5.936799490018454e+17,0.010410416632468016,865,0,0,3.519672586003402e+17,0.7943434000533469,58,0,0,3.927126480300129e+19,0,0,0,8274786429135595.0,AESCrypt_REvil,i3-gen12,2133,1711613841.447352,1711613871.447352
18981324.8,11964876.8,745169022095931.2,847279367412335.2,0.9483544254886538,3,0,0,3.3517318626351194e+17,0.0080283061294259,1179,0,0,1.314368246372134e+17,0.7598866687186473,67,0,0,3.455258760719097e+19,0,0,0,3.677062868990762e+16,AESCrypt_REvil,i3-gen12,2133,1711613871.447352,1711613901.447352
15329126.4,16658568.533333333,594370301747977.5,617234267259293.6,0.9617248388301688,4,0,0,9.29282040663672e+17,0.007665214304073831,945,0,0,4.240226211428708e+17,0.6897429830432102,68,0,0,2.325370059910051e+19,0,0,0,5.220944685612063e+17,AESCrypt_REvil,i3-gen12,2133,1711613901.447352,1711613931.447352
20116531.2,18244608.0,571784736147437.6,1383029756197606.2,0.9014976183807243,1,0,0,1.733779512955826e+18,0.006840227834395671,1187,0,0,8.076005094061787e+17,0.7767090692251831,109,0,0,6.576182495534935e+18,0,0,0,9273407652929638.0,AESCrypt_REvil,i3-gen12,2133,1711613931.447352,1711613961.447352
13943398.4,14235511.466666667,585172673574713.8,1250769401185055.0,0.9556582026559676,2,0,0,2.2239198621004598e+18,0.01204614559499816,1144,0,0,1.4651438983997716e+18,0.82040941799228,108,0,0,5.338193281574265e+18,0,0,0,0,AESCrypt_REvil,i3-gen12,2133,1711613961.447352,1711613991.447352
10703803.733333332,10572288.0,851439631207192.2,1990173680048530.2,0.8896422223400616,4,0,0,2.2254747426530798e+18,0.010942904899648428,895,0,0,7.77977650755535e+18,0.7445126134282566,80,0,0,3.6071019926341857e+19,0,0,0,5.058283240336133e+19,AESCrypt_REvil,i3-gen12,2133,1711614159.25349,1711614189.25349
12855825.066666666,11702272.0,897874784414674.4,1425706621331925.0,0.8947881035987637,0,0,0,3.95955509348652e+17,0.009673538365891033,808,0,0,2.367127309671574e+17,0.7046124004868365,72,0,0,2.9864218593267134e+19,0,0,0,0,AESCrypt_REvil,i3-gen12,2133,1711614189.25349,1711614219.25349
10274986.666666666,7415517.866666666,735939239814134.1,1733903442874365.8,0.9348903876384779,4,0,0,4.2657979034376704e+17,0.008650483324412735,806,0,0,2.7530078351271923e+17,0.7350822395580512,58,0,0,5.166468354687618e+18,0,0,0,3.704276195599603e+16,AESCrypt_REvil,i3-gen12,2133,1711614219.25349,1711614249.25349
16806280.533333335,13598208.0,712070087356890.0,948142191191732.4,0.9374861346871529,4,0,0,6.712504655966552e+17,0.00821001582859785,1079,0,0,3.369373175055164e+17,0.6884529800217992,89,0,0,1.7154943123097145e+19,0,0,0,4.68280516844192e+17,AESCrypt_REvil,i3-gen12,2133,1711614249.25349,1711614279.25349
17685896.533333335,15322914.133333333,460034330207064.94,660710817919356.9,0.9590919792423095,3,0,0,7.451369504855688e+17,0.00586094208387341,929,0,0,3.2356716900982163e+17,0.8054129603507445,90,0,0,9.009758240746102e+18,0,0,0,2.3638271410346004e+16,AESCrypt_REvil,i3-gen12,2133,1711614279.25349,1711614309.25349
15393672.533333333,15703040.0,646154500842838.9,1365050131877506.2,0.9088010532554238,6,0,0,1.0891661217884923e+18,0.007257730561717583,1027,0,0,5.2921810039860883e+17,0.7905125735496028,136,0,0,7.951940876103463e+18,0,0,0,0,AESCrypt_REvil,i3-gen12,2133,1711614309.25349,1711614339.25349
11432772.266666668,12899805.866666667,893975439171389.5,1988412904103232.0,0.8906069988894392,3,0,0,2.2029549400857815e+18,0.00906313071907898,864,0,0,6.777946058024107e+18,0.7697807274132231,85,0,0,2.9993493100484694e+19,0,0,0,4.039649770231988e+19,AESCrypt_REvil,i3-gen12,2133,1711614504.4050677,1711614534.4050677
12493329.066666666,12880196.266666668,575269353607075.5,1512771944997259.0,0.9036248001268018,6,0,0,6.264413299605178e+17,0.010985467208180446,955,0,0,4.421032766346508e+17,0.8109152783785228,48,0,0,1.1509375921605667e+19,0,0,0,0,AESCrypt_REvil,i3-gen12,2133,1711614534.4050677,1711614564.4050677
9725440.0,8363161.6,694450513348580.1,1027450333743192.1,0.9509381441035137,2,0,0,8.685837411181028e+17,0.012066191505977823,840,0,0,5.781949181118975e+17,0.7576684985377861,35,0,0,1.913425618616568e+19,0,0,0,2.564761346029018e+16,AESCrypt_REvil,i3-gen12,2133,1711614564.4050677,1711614594.4050677
18117717.333333332,14824942.933333334,853232115919168.2,727789416106463.1,0.955620069232826,5,0,0,4.0717425165220774e+17,0.008214988273943008,1037,0,0,1.9364574356400378e+17,0.6661183767268347,77,0,0,3.0967572939247727e+19,0,0,0,5.067636738725711e+18,AESCrypt_REvil,i3-gen12,2133,1711614594.4050677,1711614624.4050677
20838417.066666666,15533858.133333333,457366582754458.94,1141292561621540.8,0.9608451692602631,3,0,0,8.40692792769953e+17,0.00713728081422084,1127,0,0,3.80885695097376e+17,0.741457257267327,85,0,0,2.0717868974126424e+19,0,0,0,8.163327742283842e+18,AESCrypt_REvil,i3-gen12,2133,1711614624.4050677,1711614654.4050677
14480281.6,15594120.533333333,815975177529082.4,1162840776627322.5,0.9041590768602773,3,0,0,1.410611122887594e+18,0.007923090101102068,1078,0,0,8.065175593995704e+17,0.6795266809715745,52,0,0,1.1432850518642547e+19,0,0,0,5.821257698869021e+16,AESCrypt_REvil,i3-gen12,2133,1711614654.4050677,1711614684.4050677
14362299.733333332,14985898.666666666,683371807142833.1,1744566493195871.8,0.9080228073155316,6,0,0,1.90040472371889e+18,0.009588694480475023,981,0,0,6.051772907887625e+18,0.7811730341508335,125,0,0,2.479458769094889e+19,0,0,0,4.2266312460781404e+19,AESCrypt_REvil,i3-gen12,2133,1711614887.3318684,1711614917.3318684
9907916.8,11755246.933333334,541284236297540.2,1353447549601384.5,0.9150209827119546,2,0,0,6.38965547583412e+17,0.011087327131823364,833,0,0,5.007984947386108e+17,0.726539925895047,70,0,0,1.936068131806564e+19,0,0,0,,AESCrypt_REvil,i3-gen12,2133,1711614917.3318684,1711614947.3318684
8460748.8,6979003.733333333,733763573254744.0,918557406481826.2,0.9426498732349097,4,0,0,1.0100236308530678e+18,0.014080776325400408,835,0,0,6.879659650408933e+17,0.7776397209147609,53,0,0,1.1340252945628221e+19,0,0,0,9.125045859180957e+16,AESCrypt_REvil,i3-gen12,2133,1711614947.3318684,1711614977.3318684
12632337.066666666,10384844.8,851590295895959.5,774388079688186.6,0.9596464542598865,1,0,0,5.882173717319272e+17,0.010016999300384978,840,0,0,2.8444497750391232e+17,0.6929715440657744,67,0,0,3.031653416269139e+19,0,0,0,1.7341656372772854e+18,AESCrypt_REvil,i3-gen12,2133,1711614977.3318684,1711615007.3318684
10941644.8,9760085.333333334,808403226336919.4,761533564022200.8,0.9499511236616125,2,0,0,2.407324711834492e+17,0.008998928921622556,817,0,0,1.0804261017906501e+17,0.6560483850641978,67,0,0,2.314124176454764e+19,0,0,0,,AESCrypt_REvil,i3-gen12,2133,1711615007.3318684,1711615037.3318684
